term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,p_stem
pensioners,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,pension
hindrance,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,hindranc
suffice,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,suffic
lasts,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,last
outlays,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,outlay
accrued,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,accru
bulk,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,bulk
needless,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,needless
latest,1,7.29250986311959e-06,17.065153136954358,6,JJS,1,{'JJS'},0,latest
decrease,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,decreas
utterance,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,utter
plainer,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,plainer
stopping,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,stop
drain,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,drain
well-nigh,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,well-nigh
re-enactment,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,re-enact
justifies,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,justifi
discretionary,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,discretionari
granting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,grant
severity,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,sever
toilers,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,toiler
languished,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,languish
producers,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,produc
lessened,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,lessen
tempts,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,tempt
bequeathed,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,bequeath
freer,1,7.29250986311959e-06,17.065153136954358,5,VBN,1,{'VBN'},0,freer
project,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,project
coaling,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,coal
convenient,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,conveni
domiciled,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,domicil
transpire,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,transpir
restrains,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,restrain
absorb,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,absorb
seaboards,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,seaboard
careless,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,careless
waterway,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,waterway
shorter,1,7.29250986311959e-06,17.065153136954358,7,JJR,1,{'JJR'},0,shorter
habitually,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,habitu
precautions,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,precaut
distresses,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,distress
unfairly,1,7.29250986311959e-06,17.065153136954358,8,RB,1,{'RB'},0,unfairli
dock,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,dock
coercion,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,coercion
feeble,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,feebl
impairment,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,impair
calmness,1,7.29250986311959e-06,17.065153136954358,8,NNP,1,{'NNP'},0,calm
opprobrium,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,opprobrium
ruthlessly,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,ruthlessli
breaks,1,7.29250986311959e-06,17.065153136954358,6,VBZ,1,{'VBZ'},0,break
nominate,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,nomin
representations,1,7.29250986311959e-06,17.065153136954358,15,NNS,1,{'NNS'},0,represent
inconsiderately,1,7.29250986311959e-06,17.065153136954358,15,RB,1,{'RB'},0,inconsider
obliging,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,oblig
disqualification,1,7.29250986311959e-06,17.065153136954358,16,NN,1,{'NN'},0,disqualif
delinquency,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,delinqu
creditable,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,credit
importunity,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,importun
bureaus,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,bureau
obtruding,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,obtrud
hospitable,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,hospit
craft,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,craft
skirts,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,skirt
clay,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,clay
workingman,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,workingman
promoters,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,promot
unification,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,unif
hopefully,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,hope
incapacities,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,incapac
paralysis,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,paralysi
unintelligible,1,7.29250986311959e-06,17.065153136954358,14,JJ,1,{'JJ'},0,unintellig
garden,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,garden
crops,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,crop
operatives,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,oper
spun,1,7.29250986311959e-06,17.065153136954358,4,VBN,1,{'VBN'},0,spun
plantation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,plantat
diversification,1,7.29250986311959e-06,17.065153136954358,15,NN,1,{'NN'},0,diversif
expositions,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,exposit
webster,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,webster
avow,1,7.29250986311959e-06,17.065153136954358,4,VB,1,{'VB'},0,avow
plausibly,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,plausibl
pointed,1,7.29250986311959e-06,17.065153136954358,7,VBD,1,{'VBD'},0,point
eject,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,eject
embraces,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,embrac
entirety,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,entireti
code,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,code
nullify,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,nullifi
violent,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,violent
severed,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,sever
demoralizes,1,7.29250986311959e-06,17.065153136954358,11,VBZ,1,{'VBZ'},0,demor
uncanny,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,uncanni
connive,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,conniv
attractive,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,attract
unimpressive,1,7.29250986311959e-06,17.065153136954358,12,JJ,1,{'JJ'},0,unimpress
therewith,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,therewith
evasion,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,evas
nonpartisan,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,nonpartisan
rudest,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,rudest
stupendous,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,stupend
dooms,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,doom
lurking,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,lurk
rejoices,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,rejoic
sturdy,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,sturdi
symptom,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,symptom
sufficiency,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,suffici
incumbency,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,incumb
ores,1,7.29250986311959e-06,17.065153136954358,4,NNS,1,{'NNS'},0,ore
cattle,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,cattl
harvests,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,harvest
revelation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,revel
unalloyed,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,unalloy
revealing,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,reveal
exposure,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,exposur
arouse,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,arous
depreciation,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,depreci
incentive,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,incent
defy,1,7.29250986311959e-06,17.065153136954358,4,VB,1,{'VB'},0,defi
unmoved,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,unmov
unvexed,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,unvex
remedial,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,remedi
intervene,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,interven
prevalence,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,preval
exposing,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,expos
brood,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,brood
unwholesome,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,unwholesom
progeny,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,progeni
bane,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,bane
degrades,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,degrad
wily,1,7.29250986311959e-06,17.065153136954358,4,RB,1,{'RB'},0,wili
disaffection,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,disaffect
swept,1,7.29250986311959e-06,17.065153136954358,5,VBN,1,{'VBN'},0,swept
ambush,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,ambush
availed,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,avail
fair-minded,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,fair-mind
margin,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,margin
wastefulness,1,7.29250986311959e-06,17.065153136954358,12,NNP,1,{'NNP'},0,wast
unduly,1,7.29250986311959e-06,17.065153136954358,6,RB,1,{'RB'},0,unduli
excess,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,excess
workmanship,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,workmanship
rating,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,rate
premeditation,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,premedit
risks,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,risk
steamship,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,steamship
reliable,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,reliabl
dakotas,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,dakota
montana,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,montana
unreasonably,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,unreason
invitations,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,invit
reins,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,rein
entries,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,entri
patent,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,patent
elector,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,elector
inefficiency,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,ineffici
savor,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,savor
impertinence,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,impertin
frauds,1,7.29250986311959e-06,17.065153136954358,6,VBZ,1,{'VBZ'},0,fraud
juggler,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,juggler
hat,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,hat
renounced,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,renounc
hurtful,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,hurt
standpoint,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,standpoint
pleasant,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,pleasant
diadem,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,diadem
postpone,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,postpon
distract,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,distract
weightiest,1,7.29250986311959e-06,17.065153136954358,10,JJS,1,{'JJS'},0,weightiest
pushing,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,push
redounds,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,redound
upholding,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,uphold
tobacco,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,tobacco
sugar,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,sugar
unabated,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,unab
progressing,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,progress
rear,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,rear
rail,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,rail
goethals,1,7.29250986311959e-06,17.065153136954358,8,NNP,1,{'NNP'},0,goethal
colonel,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,colonel
newly,1,7.29250986311959e-06,17.065153136954358,5,RB,1,{'RB'},0,newli
locks,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,lock
dam,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,dam
gatun,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,gatun
northerners,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,northern
sympathized,1,7.29250986311959e-06,17.065153136954358,11,VBD,1,{'VBD'},0,sympath
specifying,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,specifi
well-to-do,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,well-to-do
statistics,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,statist
encountering,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,encount
acute,1,7.29250986311959e-06,17.065153136954358,5,JJ,1,{'JJ'},0,acut
appointee,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,appointe
outweigh,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,outweigh
personally,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,person
awakens,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,awaken
benefited,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,benefit
franchises,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,franchis
sincerest,1,7.29250986311959e-06,17.065153136954358,9,JJS,1,{'JJS'},0,sincerest
abolishing,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,abolish
fellow-servant,1,7.29250986311959e-06,17.065153136954358,14,JJ,1,{'JJ'},0,fellow-serv
common-law,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,common-law
consulting,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,consult
merchandise,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,merchandis
spanish,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,spanish
self-respecting,1,7.29250986311959e-06,17.065153136954358,15,JJ,1,{'JJ'},0,self-respect
dew,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,dew
elasticity,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,elast
pusillanimous,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,pusillanim
puts,1,7.29250986311959e-06,17.065153136954358,4,VBZ,1,{'VBZ'},0,put
foreigners,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,foreign
outbursts,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,outburst
clauses,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,claus
bulky,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,bulki
prohibitory,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,prohibitori
amalgamated,1,7.29250986311959e-06,17.065153136954358,11,VBN,1,{'VBN'},0,amalgam
asiatic,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,asiat
sojourn,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,sojourn
naturalized,1,7.29250986311959e-06,17.065153136954358,11,VBN,1,{'VBN'},0,natur
fide,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,fide
evoke,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,evok
dogmatic,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,dogmat
studying,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,studi
investigations,1,7.29250986311959e-06,17.065153136954358,14,NNS,1,{'NNS'},0,investig
experts,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,expert
postal,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,postal
repay,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,repay
sales,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,sale
cottons,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,cotton
steamers,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,steamer
noteworthy,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,noteworthi
tentative,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,tent
mail,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,mail
ridding,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,rid
importation,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,import
revolutionize,1,7.29250986311959e-06,17.065153136954358,13,VB,1,{'VB'},0,revolution
transcontinental,1,7.29250986311959e-06,17.065153136954358,16,JJ,1,{'JJ'},0,transcontinent
contributory,1,7.29250986311959e-06,17.065153136954358,12,JJ,1,{'JJ'},0,contributori
therefor,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,therefor
child-labor,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,child-labor
cleanse,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,cleans
crude,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,crude
sentimentalizing,1,7.29250986311959e-06,17.065153136954358,16,VBG,1,{'VBG'},0,sentiment
weakening,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,weaken
humanize,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,human
purify,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,purifi
reconsider,1,7.29250986311959e-06,17.065153136954358,10,VB,1,{'VB'},0,reconsid
decadent,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,decad
limbs,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,limb
debased,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,debas
scrutinize,1,7.29250986311959e-06,17.065153136954358,10,VB,1,{'VB'},0,scrutin
undertone,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,underton
groans,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,groan
pitilessly,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,pitilessli
overtaxed,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,overtax
heartless,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,heartless
unfeeling,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,unfeel
levers,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,lever
scales,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,scale
itemized,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,item
particularity,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,particular
items,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,item
cuts,1,7.29250986311959e-06,17.065153136954358,4,VBZ,1,{'VBZ'},0,cut
violates,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,violat
facile,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,facil
concentrating,1,7.29250986311959e-06,17.065153136954358,13,VBG,1,{'VBG'},0,concentr
cash,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,cash
restricting,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,restrict
strings,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,string
restricts,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,restrict
conserving,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,conserv
watercourses,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,watercours
snuffed,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,snuf
admirably,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,admir
prodigal,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,prodig
latterly,1,7.29250986311959e-06,17.065153136954358,8,RB,1,{'RB'},0,latterli
outgoing,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,outgo
insofar,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,insofar
interstate-railway,1,7.29250986311959e-06,17.065153136954358,18,JJ,1,{'JJ'},0,interstate-railway
limb,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,limb
railway,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,railway
notice,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,notic
recommends,1,7.29250986311959e-06,17.065153136954358,10,VBZ,1,{'VBZ'},0,recommend
formulation,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,formul
unlikely,1,7.29250986311959e-06,17.065153136954358,8,RB,1,{'RB'},0,unlik
1913,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1913
